team,season,win_rate,WSWin,mean_pa,mean_avg,mean_slg,mean_iso,mean_babip,mean_obp,mean_w_oba,mean_w_rc,mean_bsr,mean_off,mean_war,mean_innings,mean_drs,mean_uzr,mean_uzr150,mean_def
tigers,1998,0.4012345679012346,N,195.09375,0.2638909178279673,0.4160357200064072,0.15207752683004966,0.2979218324523466,0.32300448502322604,0.32356911741150085,89.6476053179561,-0.07895242671792405,-2.809082172032676,1.683661701105238,296.6,NA,NA,NA,NA
marlins,1998,0.3333333333333333,N,138.4,0.24834055876685934,0.3725597302504817,0.12428307642903018,0.28886865767501607,0.31638615928066793,0.30589274245343606,85.27504816955684,-0.16120745022479127,-3.0613840719332046,0.9422125883108541,340.86470588235295,NA,NA,NA,NA
astros,1998,0.6296296296296297,N,189.44117647058823,0.2798784350256171,0.4366245924545878,0.15678326346840551,0.3190329141437665,0.3545137401024686,0.3456817264399938,112.6183822387828,0.9559074677845055,19.152569476789317,3.4219996894892097,435.8037037037037,NA,NA,NA,NA
royals,1998,0.4472049689440994,N,162.92105263157896,0.2632812146664513,0.3998722338879018,0.13671135519302213,0.2939205298013245,0.3241024067194314,0.3183243417864642,84.97593280568567,0.551881763850751,-1.790195445000808,0.9614763366176708,255.21333333333334,NA,NA,NA,NA
dodgers,1998,0.5123456790123457,N,135.04444444444445,0.25176863584005266,0.3873646536119796,0.13545910811255552,0.2830890241895672,0.30933042619713674,0.305962152377818,87.68405463221984,0.2914925127530031,1.0900608853052496,0.9385881191377324,289.2625,NA,NA,NA,NA
brewers,1998,0.4567901234567901,N,168.43243243243242,0.2596662387676508,0.39623764441591786,0.13643019897304237,0.29098716302952504,0.3292503209242619,0.32043340821566113,90.61312580231065,-0.7108151476251605,1.3988607188703464,1.9061136071887035,362.596875,NA,NA,NA,NA
twins,1998,0.43209876543209874,N,231.96296296296296,0.2657945074245569,0.38928069615200384,0.12346431422640906,0.29628021714833147,0.32828947788599716,0.3169064346159987,83.14976848155835,0.11464154558518284,-6.865240300175635,0.03420086220661028,340.4764705882353,NA,NA,NA,NA
yankees,1998,0.7037037037037037,Y,238.66666666666666,0.2874608938547486,0.4601497517070143,0.172489913097455,0.3172364990689013,0.36379081315952827,0.35993435754189945,116.17194289261329,0.5493171942892613,14.272392923649907,3.2615456238361267,416.03214285714284,NA,NA,NA,NA
mets,1998,0.5432098765432098,N,136.02173913043478,0.2584762665814288,0.3941953012625859,0.13548633530445903,0.2938317084864951,0.32871200255713606,0.3176213840498642,92.74908102924724,-0.4138724628416174,3.7481380853444146,1.749768259549305,237.86938775510205,NA,NA,NA,NA
athletics,1998,0.4567901234567901,N,202.67741935483872,0.257463632022919,0.39757440713035175,0.13998026420499762,0.29661435619926785,0.33736065573770496,0.32638962279166006,93.7992996975967,0.5638070985198154,1.9150724176348877,0.91201655260226,273.00952380952384,NA,NA,NA,NA
phillies,1998,0.46296296296296297,N,180,0.2639506349206349,0.3956915873015873,0.13189888888888887,0.3031404761904762,0.32565444444444447,0.3162055555555556,86.86603174603175,-0.02550793650793652,-2.2029523809523806,1.668825396825397,433.27407407407406,NA,NA,NA,NA
pirates,1998,0.4233128834355828,N,169.80555555555554,0.2535128414853591,0.3739043023065598,0.12047096352036643,0.29142483232455424,0.31037477506952393,0.3023310976607231,78.04367740880092,1.1618190741043677,-4.206477997709798,0.7749713724848682,351.06060606060606,NA,NA,NA,NA
padres,1998,0.6049382716049383,N,173.47222222222223,0.25276717373899116,0.40868470776621296,0.15585844675740593,0.2823250600480384,0.32885364291433145,0.323786709367494,99.15052041633307,0.10052842273819058,6.434411529223379,1.6039551641313052,323.075,NA,NA,NA,NA
mariners,1998,0.4720496894409938,N,197.84375,0.27625698941715365,0.46846074869688836,0.19218780603380192,0.3023497077870794,0.3444689622492497,0.3525687885010267,108.80113726109619,0.5933501816458695,13.735365661033013,2.796540830832412,237.2625,NA,NA,NA,NA
giants,1998,0.5460122699386503,N,170.6315789473684,0.27449120913016656,0.4231699568167797,0.14873180135718692,0.3072159161011721,0.3523550277606416,0.3399440160394818,107.80706354102406,-0.07469154842689696,10.759268969771746,2.516764342998149,381.0032258064516,NA,NA,NA,NA
cardinals,1998,0.50920245398773,N,149.13953488372093,0.25856759706845467,0.44578060190238583,0.1873661312958054,0.28934164977389676,0.3396614688913145,0.3392883205987838,103.9209418368938,0.6701075939497896,13.623467955714954,2.5450023389989087,255.48260869565217,NA,NA,NA,NA
rangers,1998,0.5432098765432098,N,228.60714285714286,0.2879543821277925,0.4595180440556163,0.1714229026714576,0.32002765192938604,0.35674019684424313,0.35694266520856116,107.87189501640368,-0.21067020778003437,7.076488048742384,2.3487892516794253,440.2307692307692,NA,NA,NA,NA
blue_jays,1998,0.5398773006134969,N,225.82142857142858,0.26561410722758183,0.44816194844219515,0.18258121145026096,0.29373841530918865,0.33940708524434604,0.342637830143919,102.33512573145659,0.32138225525857983,4.091301597343033,1.9738257156413095,344.2352941176471,NA,NA,NA,NA
angels,1999,0.43209876543209874,N,204.4,0.2556855838225701,0.3952036855838226,0.13965883887801697,0.2862247227658186,0.3210939334637965,0.3158809523809524,79.85909980430529,-0.315296803652968,-7.11909654272668,1.1252609262883235,286.15,NA,NA,NA,NA
diamondbacks,1999,0.6172839506172839,N,173.3783783783784,0.2764564302416212,0.45819641465315664,0.18160483242400624,0.30212766952455183,0.34559298519095866,0.3470957131722526,98.08386593920498,0.9780358534684335,5.013406079501169,2.3977864380358533,378.4935483870968,NA,NA,NA,NA
braves,1999,0.6358024691358025,N,181.45714285714286,0.2660960478664777,0.4373397890096048,0.1711966619430011,0.28852936545425917,0.3403156983152259,0.3372561801291135,95.04330026767438,-0.01993386868209726,4.674507951503699,2.1960951031333646,367.640625,NA,NA,NA,NA
orioles,1999,0.48148148148148145,N,213.63333333333333,0.2783286004056795,0.44681884849430487,0.16843080043688563,0.2964156654704322,0.35275425183335934,0.34961242003432674,106.53253237634577,0.5369636448743954,9.84181619597441,2.7417537837416135,337.6058823529412,NA,NA,NA,NA
red_sox,1999,0.5802469135802469,N,210.7,0.2777769340294257,0.446984021515583,0.16919015978484417,0.3037286821705426,0.350156462585034,0.3484005695301376,101.58677424458155,-0.32850814744502455,3.7914570479354532,2.1930548963771552,310.52972972972975,NA,NA,NA,NA
white_sox,1999,0.46296296296296297,N,240.92307692307693,0.27685312899106,0.42876931673052365,0.15197924648786718,0.2974985632183908,0.3368025223499362,0.33524345466155814,93.79533844189017,-0.11484674329501915,-0.09516283524904204,1.3446519795657725,410.7607142857143,NA,NA,NA,NA
cubs,1999,0.41358024691358025,N,159,0.25729640380583774,0.420062893081761,0.16284147718109981,0.2932227060151588,0.32833155942589903,0.32657281083696177,87.49056603773585,-0.605208837284309,1.5506208676019997,1.2569101757781003,293.2846153846154,NA,NA,NA,NA
reds,1999,0.588957055214724,N,199.3125,0.2713969896519285,0.4510611476952022,0.17940185010975226,0.3018581059893383,0.3398604578237692,0.3431472248353716,96.18783317654437,0.970555032925682,5.275180307306365,2.8878174976481654,449.71153846153845,NA,NA,NA,NA
indians,1999,0.5987654320987654,N,204.8125,0.2900627097955447,0.4701025328043943,0.18014067744888618,0.32504363747329873,0.37331599023497103,0.36663259078425386,112.19880988709185,0.8312786084833689,15.661916386939273,3.3034482758620687,331.39142857142855,NA,NA,NA,NA
rockies,1999,0.4444444444444444,N,148.11627906976744,0.28776307112576544,0.4724355471816612,0.18456775003925263,0.304118071910818,0.34685712042706857,0.3536286701208981,83.64280106767153,-0.3934683623802795,-4.937289998429895,0.32325325796828386,278.6585365853659,NA,NA,NA,NA
tigers,1999,0.42857142857142855,N,217.71428571428572,0.261311187664042,0.44243241469816275,0.18109186351706036,0.2866253280839895,0.3256163057742782,0.33414107611548555,92.23425196850394,-0.5538221784776902,-2.6468339895013124,1.40877624671916,378.86333333333334,NA,NA,NA,NA
marlins,1999,0.3950617283950617,N,163.57894736842104,0.2628508687258687,0.39504134491634496,0.13225305662805664,0.3070797940797941,0.3240072393822394,0.316494851994852,84.15653153153153,-0.08896396396396396,-3.687210424710425,0.7476994851994851,337.63235294117646,NA,NA,NA,NA
astros,1999,0.5987654320987654,N,194.03030303030303,0.2669615805091363,0.42229954708730283,0.15531875683273466,0.3047320006247072,0.35333125097610496,0.33996564110573174,100.81399344057473,0.03515539590816807,8.701186943620177,2.3503201624238637,315.2108108108108,NA,NA,NA,NA
royals,1999,0.39751552795031053,N,204.03225806451613,0.2810501185770751,0.43237185770750985,0.15122577075098814,0.3103045059288537,0.3474388932806324,0.34215383399209487,94.36679841897234,0.7573122529644268,1.6359525691699608,2.2106403162055335,283.9875,NA,NA,NA,NA
dodgers,1999,0.47530864197530864,N,166.78947368421052,0.2656492584411486,0.4200148311770275,0.15448437993057745,0.2924542442410855,0.33820763647838437,0.3324711265383402,96.99447775323446,0.3348217103187125,6.198579993688861,2.009356263805617,314.0108108108108,NA,NA,NA,NA
brewers,1999,0.45962732919254656,N,160.825,0.27261417690035755,0.42672625524638585,0.15413508471941553,0.3069905176434012,0.3513149385978548,0.34115995647442876,96.51546712264884,0.11329084408518579,4.3308098865226174,1.6207057360485,372.11290322580646,NA,NA,NA,NA
twins,1999,0.391304347826087,N,235.53846153846155,0.2638162965382103,0.38380764206401047,0.12017243631613325,0.30058915741345527,0.3275161659046375,0.3153396472893534,78.45607446113651,-0.25238406270411495,-11.385679294578706,0.08233180927498365,379.44666666666666,NA,NA,NA,NA
yankees,1999,0.6049382716049383,Y,246.76923076923077,0.282214463840399,0.4533801433915212,0.17143375935162097,0.31037764962593517,0.3658820137157107,0.3579134975062344,111.17705735660847,-0.41792394014962597,13.045090399002493,2.6269014962593515,371.4290322580645,NA,NA,NA,NA
mets,1999,0.5950920245398773,N,174.43243243243242,0.2784671521537031,0.433988999070344,0.15549519677719245,0.3082607685156492,0.3617316392934614,0.3492528664394174,104.97799814068794,0.4252556554074992,11.557390765416795,3.0059807871087703,284.0853658536585,NA,NA,NA,NA
athletics,1999,0.5370370370370371,N,268.4166666666667,0.2593665010866191,0.4472416951257373,0.1878849736106799,0.285965693883887,0.3544447376591121,0.3510423781434337,106.48276932629618,-0.3210183172927662,8.809329400807203,1.6776156473144987,359.41562500000003,NA,NA,NA,NA
phillies,1999,0.47530864197530864,N,177.38888888888889,0.27422784215471346,0.4304248355778265,0.15626886940181647,0.3113012840588788,0.3497023175696837,0.3419195114312559,95.74491074224866,1.0112903225806453,5.744769808957093,2.318728468524898,410.73571428571427,NA,NA,NA,NA
pirates,1999,0.484472049689441,N,144.97674418604652,0.25938723131215913,0.41950850176451715,0.160114051973051,0.2989013474494706,0.33229884504331086,0.32832980429900543,87.57539300609561,0.09523580365736285,3.5639878087905035,1.7125441129290986,301.5578947368421,NA,NA,NA,NA
padres,1999,0.4567901234567901,N,170.44444444444446,0.251753259452412,0.3921771512385919,0.14047783572359843,0.29074885919165583,0.3313572359843546,0.32079074315514994,90.13934159061277,0.3716753585397653,0.38137222946544985,1.3310625814863102,276.9219512195122,NA,NA,NA,NA
mariners,1999,0.4876543209876543,N,217.58620689655172,0.26947099841521394,0.4570329635499208,0.18733851030110935,0.2938760697305864,0.3427792393026941,0.34640047543581615,104.85435816164818,0.7427733755942949,7.885324881141046,1.6775594294770206,243.91914893617022,NA,NA,NA,NA
giants,1999,0.5308641975308642,N,201.53125,0.2707309660412467,0.43434873623817644,0.16365389982943093,0.2996293999069623,0.35476740579934873,0.3464378973484261,103.94743371065282,-0.33600558226081567,6.310203132268569,1.5928826174600714,375.6774193548387,NA,NA,NA,NA
cardinals,1999,0.4658385093167702,N,171.72972972972974,0.26284938621340886,0.43027714825306895,0.16728910922253698,0.29940384010072396,0.3376554926030847,0.3332683349071451,91.89959080893925,0.5898331759521561,4.530972615675165,1.6316808309726158,281.76585365853657,NA,NA,NA,NA
rangers,1999,0.5864197530864198,N,255.56,0.2923562372828299,0.47831069024886524,0.18607575520425731,0.3130170605728596,0.36076772577868216,0.3630115824072625,108.88261073720457,-0.33587415871028325,10.766489278447333,2.593723587415871,441.79615384615386,NA,NA,NA,NA
blue_jays,1999,0.5185185185185185,N,167.6315789473684,0.2799973312401884,0.4580952904238619,0.17807189952904237,0.3088094191522763,0.3521124018838305,0.353125431711146,104.27142857142857,0.27781789638932497,9.266813186813186,2.2036263736263737,302.83684210526314,NA,NA,NA,NA
angels,2000,0.5061728395061729,N,236.03703703703704,0.2794649301741723,0.473451278832575,0.1940058057429782,0.3041704064020085,0.3521216067785972,0.3559045975207908,106.27616507139494,-0.2043464616350228,9.590993252785188,3.1706731523615255,330.83142857142855,NA,NA,NA,NA
diamondbacks,2000,0.5246913580246914,N,168.67567567567568,0.2655707418682904,0.43055840410190677,0.16497211985258775,0.2898059605832399,0.33256801794584195,0.33070581637558083,88.00480692196763,0.14646691235378945,0.4820221118410509,1.4042941836244194,311.8918918918919,NA,NA,NA,NA
braves,2000,0.5864197530864198,N,174.30555555555554,0.2713018326693227,0.42707426294820716,0.1560957768924303,0.30104478087649406,0.34508334661354584,0.3376615139442231,95.4419123505976,0.3734661354581673,6.903155378486055,2.517003984063745,359.915625,NA,NA,NA,NA
orioles,2000,0.4567901234567901,N,178.22857142857143,0.27211109329913435,0.4356633536389869,0.16348589291439564,0.2930136261622315,0.3403534786790638,0.33771769798012186,98.3340814363578,-0.17754087848669445,2.6437960884899008,1.210836806668804,309.7648648648649,NA,NA,NA,NA
red_sox,2000,0.5246913580246914,N,182.02857142857144,0.2670486579814786,0.4239299952911631,0.15683911473865955,0.2970116151310626,0.3403294616229791,0.33411756396170145,91.73285198555956,-0.3226652016951813,0.2873175325694553,1.6150368858891853,276.5261904761905,NA,NA,NA,NA
white_sox,2000,0.5864197530864198,N,256.4,0.28618751950078003,0.4710084243369735,0.18471622464898596,0.30864929797191887,0.3552555382215289,0.3572040561622465,106.16723868954759,0.4947425897035881,9.110452418096724,2.317238689547582,399.8586206896552,NA,NA,NA,NA
cubs,2000,0.4012345679012346,N,136.10638297872342,0.25597811474128496,0.4111925902766922,0.15526434266062217,0.2875560418946381,0.3341796154447397,0.32629154291073936,88.94763170236048,0.6013600125058621,2.659715491636705,1.5915898077223698,306,NA,NA,NA,NA
reds,2000,0.5214723926380368,N,155.4390243902439,0.2736262356817825,0.4473183743919661,0.17370610387572571,0.29562623568178253,0.3423775302055547,0.34052188922014753,94.18688215910873,0.25576651498509334,3.392546681311784,1.897112819708144,342.50882352941176,NA,NA,NA,NA
indians,2000,0.5555555555555556,N,203.5,0.2886045761670762,0.47216830466830473,0.18366523341523341,0.31905098280098276,0.36683522727272727,0.364101812039312,109.16845823095824,0.8771191646191646,11.080205773955774,2.5817414004914006,320.40833333333336,NA,NA,NA,NA
rockies,2000,0.5061728395061729,N,153.64285714285714,0.2949443669611034,0.4571196342786301,0.16222036262203626,0.3216006508600651,0.3607137765380443,0.3526928560359523,82.45312257864559,-0.2126917712691772,-2.7748799008213223,1.5567487990082134,309.0567567567568,NA,NA,NA,NA
tigers,2000,0.4876543209876543,N,218.72413793103448,0.2750392558726155,0.437743181459877,0.16300851332177202,0.3040537600504493,0.342603342267066,0.34062951284880966,99.98470755163171,0.10852908718272111,1.8815860003153082,1.7677755005517894,281.4951219512195,NA,NA,NA,NA
marlins,2000,0.4906832298136646,N,167.64864864864865,0.2623019506690311,0.4101878123488634,0.1478096082540706,0.3038921489601806,0.33082701918426566,0.32371965178139606,89.17797839754957,0.6614541350959213,2.0546187328711913,1.375237788167016,346.43030303030304,NA,NA,NA,NA
astros,2000,0.4444444444444444,N,143.2,0.27840192427063937,0.47802684667908135,0.19968916821849783,0.30344522036002486,0.35940487274984484,0.35966309745499686,105.35940409683427,-0.018094351334574803,12.783566108007449,2.203693358162632,310.6702702702703,NA,NA,NA,NA
royals,2000,0.47530864197530864,N,236.8148148148148,0.2883026274632468,0.42605270566155773,0.1376257428839537,0.31145057866750075,0.3473126368470441,0.33823318736315294,89.46371598373476,0.8374257116046293,0.8033468877072253,1.9227400688145135,383.69,NA,NA,NA,NA
dodgers,2000,0.5308641975308642,N,166.10526315789474,0.2571023447401774,0.43290731939163496,0.1755278833967047,0.2804855830164765,0.33921261089987326,0.3353531368821293,99.38434727503169,0.2111216730038023,6.911026615969581,1.9973384030418253,251.18260869565216,NA,NA,NA,NA
brewers,2000,0.44785276073619634,N,158.875,0.24536774193548389,0.4032336742722266,0.1578498819826908,0.28304232887490166,0.3245881982690794,0.3185809598741149,82.37859952793076,-0.41386309992132175,-6.2778914240755315,0.946750590086546,355.2909090909091,NA,NA,NA,NA
twins,2000,0.42592592592592593,N,202.67741935483872,0.27014435779086426,0.4073606557377049,0.13725847525067641,0.3092486073531752,0.33662326913894636,0.3268763329619609,85.98153748209454,0.06789750119369728,-5.323539710329461,0.5409517746299538,318.18888888888887,NA,NA,NA,NA
yankees,2000,0.5403726708074534,Y,191.24242424242425,0.27757819679923945,0.4511164633180162,0.1735439708445571,0.30483790207574074,0.35412707970210744,0.3499334495325622,104.41784186341309,0.021628901917287294,6.604325780383458,1.9048645222627159,271.1904761904762,NA,NA,NA,NA
mets,2000,0.5802469135802469,N,143.8181818181818,0.26286630847029074,0.4289227243994943,0.16619073957016434,0.2874119785082174,0.3446592920353982,0.3379646017699115,98.9263590391909,-0.6700695322376738,7.039538558786347,2.0786346396965865,231.832,NA,NA,NA,NA
athletics,2000,0.5652173913043478,N,194.9090909090909,0.27016075870646766,0.45936831467661693,0.189080223880597,0.30036209577114426,0.35948087686567165,0.3561260883084577,109.09514925373135,0.34339241293532335,9.647605721393035,2.064878731343284,337.5882352941176,NA,NA,NA,NA
phillies,2000,0.4012345679012346,N,165.07894736842104,0.25113789255539615,0.3995526861150965,0.1484685158616292,0.2903993304638929,0.3279611031404432,0.3193414634146341,83.08608321377332,0.6477602423083054,-1.0279451618045592,1.3011956001912959,371.0806451612903,NA,NA,NA,NA
pirates,2000,0.42592592592592593,N,151.64285714285714,0.26764531323598684,0.42625231590516566,0.15839755063589261,0.29789967027790865,0.3377012089810017,0.3323298791018998,90.42879572931386,-0.0806092008164547,3.342706861359711,1.3086826817396766,321.84444444444443,NA,NA,NA,NA
padres,2000,0.4691358024691358,N,142.97727272727272,0.253930694643141,0.4024412652996344,0.148345573040852,0.2925806707995549,0.32903544746463204,0.3204403115561914,90.63201398823716,0.22519472261961532,1.3993323795898902,1.3237005245588935,248.1936170212766,NA,NA,NA,NA
mariners,2000,0.5617283950617284,N,222.20689655172413,0.2702110490378647,0.4426241464928616,0.17256657355679703,0.3001795468653011,0.36104174425822466,0.35156641837368097,107.37585350713843,0.14113904407200495,9.615813159528242,2.661731843575419,303.3921052631579,NA,NA,NA,NA
giants,2000,0.5987654320987654,N,221.31034482758622,0.27860408226861955,0.4746575257089436,0.19601495793081955,0.30204549703957617,0.3603915550015581,0.3585814895606108,112.09894047990028,-0.08783110003116235,13.10994079152384,2.8157058273605484,412.525,NA,NA,NA,NA
cardinals,2000,0.5864197530864198,N,167.60526315789474,0.2704174909718951,0.45849709530538546,0.18825074579996862,0.3079444182760245,0.3548693672476056,0.3524313078976291,104.85193907991835,-0.5088239912074108,6.089684408855394,2.2554561155597423,286.5875,NA,NA,NA,NA
rangers,2000,0.4382716049382716,N,212.13333333333333,0.2833794783155248,0.4464369893148963,0.16285795097423006,0.3094429604022627,0.35138466373350097,0.34711957888120676,96.53771213073539,-0.4115650534255186,-0.16794468887492145,0.7216216216216217,317.4194444444444,NA,NA,NA,NA
blue_jays,2000,0.5123456790123457,N,197.6875,0.2758223205817262,0.4710102750553273,0.19527426493834968,0.29643297502371163,0.3409917799557382,0.3494336073348087,100.87590894720202,0.18978817578248497,7.397486563389187,2.224201707239962,410.55,NA,NA,NA,NA
angels,2001,0.46296296296296297,N,249.04,0.26013829103758435,0.4053888531962737,0.14507950530035335,0.2887560231288146,0.3267688724702859,0.31779698040475424,92.75762929649855,0.3954866688082236,-0.5233376164471572,1.9073723096691297,328.46285714285716,NA,NA,NA,NA
diamondbacks,2001,0.5679012345679012,Y,154.85365853658536,0.26762797290911955,0.4437640573318633,0.17627090880453614,0.29261568750984407,0.3398489525909592,0.33486375807213736,96.75318947865806,-0.2620255158292644,5.031831784532998,2.3003307607497243,353.6818181818182,NA,NA,NA,NA
braves,2001,0.5432098765432098,N,170.88888888888889,0.2602083875162549,0.4118922301690507,0.15175568920676202,0.28816710013003904,0.32256160598179456,0.31615929778933677,89.3218465539662,-0.2575585175552666,1.9126625487646305,1.9929453836150846,330.7257142857143,NA,NA,NA,NA
orioles,2001,0.3888888888888889,N,205.03333333333333,0.24853048284831736,0.37979775646236386,0.13117753210860023,0.2792698748171029,0.31887774345634856,0.30612989757762965,87.85693383189725,-0.019232645098358,-5.104795968135262,0.702666233132824,327.21714285714285,NA,NA,NA,NA
red_sox,2001,0.5093167701863354,N,184.23529411764707,0.26660967432950194,0.4410855683269476,0.17420146871008937,0.30180795019157086,0.33395657726692207,0.3325670498084291,100.39958492975734,-0.3775223499361431,3.4155012771392084,1.270897190293742,330.83142857142855,NA,NA,NA,NA
white_sox,2001,0.5123456790123457,N,227.8148148148148,0.2677912534547228,0.4510536498130385,0.18322988132011056,0.2904860998211673,0.3342545927491465,0.3369187124044871,103.78410014631767,-0.07875142253292149,6.0734514713054795,2.018159648837587,395.2896551724138,NA,NA,NA,NA
cubs,2001,0.5432098765432098,N,159.46153846153845,0.26135841775205015,0.4324090689821515,0.17097732754462133,0.28961681942434475,0.33525647210162407,0.3286105483196655,97.64286862839685,-0.1893230422897572,6.604502331564559,1.801752693359061,310.5135135135135,NA,NA,NA,NA
reds,2001,0.4074074074074074,N,135.2608695652174,0.26186322725811634,0.4193034394085503,0.15747107039537125,0.2992790099646416,0.3236377370620379,0.31987126325940213,88.16473802635808,-0.05953069752491157,-1.4387978142076503,0.6978302796528448,274.62142857142857,NA,NA,NA,NA
indians,2001,0.5617283950617284,N,227.03571428571428,0.27863237376120814,0.4598192543652666,0.18118483561428345,0.310049237061507,0.3493995595406638,0.3469425829793928,111.60830580462482,0.003476482617586876,11.215950920245398,2.322117350951707,373.14516129032256,NA,NA,NA,NA
rockies,2001,0.4506172839506173,N,142.0888888888889,0.2921850172036284,0.48442790115733503,0.19228010634970286,0.3206140131373162,0.3528190491085393,0.35575289333750393,94.78604942133249,0.3168751954957773,6.744745073506412,2.3813106036909604,309.03783783783786,NA,NA,NA,NA
tigers,2001,0.4074074074074074,N,219.46428571428572,0.2601624084621644,0.41031895850284783,0.15004426362896664,0.2907362082994304,0.3204073230268511,0.3157529698942229,94.23254678600489,0.16868999186330352,-0.26799023596419846,1.093913751017087,408.1892857142857,NA,NA,NA,NA
marlins,2001,0.4691358024691358,N,171.77777777777777,0.2629589262613195,0.42185608020698584,0.15892448253557567,0.30012338292367396,0.3249222186287193,0.3215599935316947,95.36335705045278,0.036093143596377726,3.655595084087969,2.0626617076326004,396.44827586206895,NA,NA,NA,NA
astros,2001,0.5740740740740741,N,170.94594594594594,0.2716181818181818,0.4525837154150198,0.18090687747035575,0.30368521739130433,0.34542814229249014,0.34155778656126484,100.8999209486166,-0.666387351778656,10.172395256916996,2.545501976284585,401.11034482758623,NA,NA,NA,NA
royals,2001,0.4012345679012346,N,199.2258064516129,0.2662652202072539,0.4100247733160622,0.14363649611398963,0.290799060880829,0.3178330634715026,0.3139245466321244,82.4800841968912,0.5468426165803109,-3.9098607512953367,1.1994818652849741,303.0105263157895,NA,NA,NA,NA
dodgers,2001,0.5308641975308642,N,176.25714285714287,0.2551097422596855,0.42632322904846814,0.17109288377370724,0.2781321121737721,0.32221818771275734,0.32139374290808886,97.09969200842924,0.023861241692332648,5.684535581131464,1.7410763494893822,305.25,NA,NA,NA,NA
brewers,2001,0.41975308641975306,N,142.97674418604652,0.2508103448275862,0.425621828236825,0.17476317501626545,0.2986787573194535,0.3179041964866623,0.3194505530253741,89.77797657774886,-0.32099869876382564,0.19051724137931056,1.2895575797007157,347.9757575757576,NA,NA,NA,NA
twins,2001,0.5246913580246914,N,220.89285714285714,0.2723136620856912,0.4334711398544866,0.16111770412287793,0.3097524656426839,0.33664025869037995,0.3320119644300728,99.44785772029103,0.07581244947453511,1.7401293451899753,1.9362166531932095,384.2,NA,NA,NA,NA
yankees,2001,0.5900621118012422,N,183.3235294117647,0.26684485801379754,0.4350377025509386,0.16828381196855446,0.29325413123696453,0.3335304026953313,0.3314858013797529,103.51387774747313,1.062345579977539,8.810604845178887,1.863340285576769,313.6945945945946,NA,NA,NA,NA
mets,2001,0.5061728395061729,N,150.14634146341464,0.24957781026640677,0.3879504548408057,0.13826478232618583,0.28293453541260555,0.3220799220272904,0.308287037037037,86.82829759584146,-0.46921702404158544,-1.7125893437296946,1.161582196231319,339.9235294117647,NA,NA,NA,NA
